school,degree_category,program_category,year,count
Auburn University,Master,Statistics,2011,6
Drexel University,Master,Biostatistics,2011,6
Eastern Michigan University,Master,Statistics,2011,6
Florida State University,Master,Statistics,2011,6
Harvard University,Doctorate,Statistics,2011,6
Indiana University,Master,Statistics,2011,6
Loma Linda University,Master,Biostatistics,2011,6
Michigan State University,Doctorate,Statistics,2011,6
Mississippi State University,Master,Statistics,2011,6
Montana State University,Master,Statistics,2011,6
Ohio State University,Doctorate,Statistics,2011,6
South Dakota State University,Master,Statistics,2011,6
Southern Methodist University,Master,Statistics,2011,6
"University of California, Riverside",Master,Statistics,2011,6
University of Louisville,Master,Biostatistics,2011,6
University of Maryland,Doctorate,Statistics,2011,6
University of New Mexico,Master,Statistics,2011,6
University of Southern California,Master,Statistics,2011,6
Virginia Commonwealth University,Doctorate,Biostatistics,2011,6
Boston University,Doctorate,Biostatistics,2011,5
"California State University, Long Beach",Master,Statistics,2011,5
Case Western Reserve University,Doctorate,Statistics,2011,5
Florida State University,Master,Biostatistics,2011,5
Lehigh University,Master,Statistics,2011,5
Miami University,Master,Statistics,2011,5
Northern Arizona University,Master,Statistics,2011,5
Sam Houston State University,Master,Statistics,2011,5
Stephen F Austin State University,Master,Statistics,2011,5
"University of California, Santa Barbara",Doctorate,Statistics,2011,5
University of Cincinnati,Master,Statistics,2011,5
University of Colorado Denver,Master,Biostatistics,2011,5
University of Connecticut,Doctorate,Statistics,2011,5
University of Idaho,Master,Statistics,2011,5
University of Maine,Master,Statistics,2011,5
University of Pennsylvania,Doctorate,Biostatistics,2011,5
University of Pittsburgh,Master,Biostatistics,2011,5
University of Washington,Doctorate,Biostatistics,2011,5
Wayne State University,Master,Statistics,2011,5
Cornell University,Doctorate,Statistics,2011,4
Oklahoma State University,Master,Statistics,2011,4
Rutgers University,Doctorate,Statistics,2011,4
Saint Louis University,Master,Biostatistics,2011,4
University of Chicago,Doctorate,Statistics,2011,4
University of Houston,Master,Statistics,2011,4
"University of Maryland, Baltimore County",Doctorate,Statistics,2011,4
University of Oklahoma,Master,Biostatistics,2011,4
University of Pennsylvania,Master,Biostatistics,2011,4
University of Rochester,Master,Statistics,2011,4
University of South Carolina,Doctorate,Biostatistics,2011,4
University of Southern Maine,Master,Statistics,2011,4
University of Texas at Dallas,Doctorate,Statistics,2011,4
University of Utah,Master,Biostatistics,2011,4
University of Vermont,Master,Statistics,2011,4
University of Wyoming,Master,Statistics,2011,4
Virginia Commonwealth University,Master,Biostatistics,2011,4
Baylor University,Master,Statistics,2011,3
Bowling Green State University,Master,Statistics,2011,3
Florida State University,Doctorate,Biostatistics,2011,3
Northwestern University,Master,Statistics,2011,3
Northwestern University,Doctorate,Statistics,2011,3
Southern Methodist University,Doctorate,Statistics,2011,3
Tulane University,Master,Biostatistics,2011,3
Tulane University,Doctorate,Biostatistics,2011,3
University of Alabama,Doctorate,Statistics,2011,3
"University of California, Davis",Doctorate,Statistics,2011,3
"University of California, Davis",Doctorate,Biostatistics,2011,3
University of Florida,Doctorate,Statistics,2011,3
University of Georgia,Doctorate,Statistics,2011,3
University of Minnesota,Doctorate,Biostatistics,2011,3
University of Missouri,Doctorate,Statistics,2011,3
University of Nebraska-Lincoln,Doctorate,Statistics,2011,3
University of Pennsylvania,Doctorate,Statistics,2011,3
University of Rhode Island,Master,Statistics,2011,3
University of Rochester,Doctorate,Statistics,2011,3
University of Southern California,Master,Biostatistics,2011,3
Western Michigan University,Doctorate,Statistics,2011,3
Worcester Polytechnic Institute,Master,Statistics,2011,3
Yale University,Doctorate,Statistics,2011,3
Arizona State University,Doctorate,Statistics,2011,2
Bowling Green State University,Doctorate,Statistics,2011,2
Brown University,Doctorate,Biostatistics,2011,2
Columbia University,Doctorate,Biostatistics,2011,2
Emory University,Doctorate,Biostatistics,2011,2
George Washington University,Master,Biostatistics,2011,2
Kansas State University,Doctorate,Statistics,2011,2
New Mexico State University,Master,Statistics,2011,2
North Dakota State University,Doctorate,Statistics,2011,2
Rice University,Doctorate,Statistics,2011,2
Saint Cloud State University,Master,Statistics,2011,2
"University at Buffalo, State University of New York",Doctorate,Biostatistics,2011,2
"University of California, Los Angeles",Doctorate,Biostatistics,2011,2
University of Cincinnati,Master,Biostatistics,2011,2
University of Iowa,Doctorate,Biostatistics,2011,2
University of Kentucky,Doctorate,Statistics,2011,2
University of Mississippi Medical Center,Doctorate,Biostatistics,2011,2
University of New Mexico,Doctorate,Statistics,2011,2
University of Rochester,Master,Biostatistics,2011,2
University of South Carolina,Master,Statistics,2011,2
University of South Carolina,Master,Biostatistics,2011,2
University of Southern California,Doctorate,Biostatistics,2011,2
University of the Incarnate Word,Master,Statistics,2011,2
University of Wyoming,Doctorate,Statistics,2011,2
Washington University in St. Louis,Master,Statistics,2011,2
American University,Doctorate,Statistics,2011,1
Case Western Reserve University,Master,Statistics,2011,1
Colorado State University,Doctorate,Statistics,2011,1
Florida International University,Master,Statistics,2011,1
George Mason University,Doctorate,Statistics,2011,1
George Washington University,Doctorate,Statistics,2011,1
George Washington University,Doctorate,Biostatistics,2011,1
Medical College of Wisconsin,Master,Biostatistics,2011,1
Montclair State University,Master,Statistics,2011,1
New York Medical College,Master,Biostatistics,2011,1
Oakland University,Master,Statistics,2011,1
Oregon State University,Doctorate,Statistics,2011,1
University of Alabama at Birmingham,Doctorate,Biostatistics,2011,1
University of Arizona,Master,Statistics,2011,1
"University of California, Irvine",Doctorate,Statistics,2011,1
University of Iowa,Doctorate,Statistics,2011,1
University of Louisville,Doctorate,Biostatistics,2011,1
University of South Carolina,Doctorate,Statistics,2011,1
University of Texas at El Paso,Master,Statistics,2011,1
University of Virginia,Doctorate,Statistics,2011,1
Augusta University,Master,Biostatistics,2011,0
Augusta University,Doctorate,Biostatistics,2011,0
Boston University,Master,Statistics,2011,0
California State University-Fullerton,Master,Statistics,2011,0
Duke University,Master,Biostatistics,2011,0
Eastern Kentucky University,Master,Statistics,2011,0
Fordham University,Master,Statistics,2011,0
George Mason University,Master,Biostatistics,2011,0
Georgia Health Sciences University,Master,Biostatistics,2011,0
Icahn School of Medicine at Mount Sinai,Master,Biostatistics,2011,0
Indiana University,Master,Biostatistics,2011,0
Kennesaw State University,Master,Statistics,2011,0
Louisiana State University,Master,Biostatistics,2011,0
Louisiana State University,Doctorate,Biostatistics,2011,0
Marquette University,Master,Statistics,2011,0
Medical College of Wisconsin,Doctorate,Biostatistics,2011,0
Michigan State University,Master,Biostatistics,2011,0
Minnesota State University-Mankato,Master,Statistics,2011,0
Montana State University,Doctorate,Statistics,2011,0
National University,Master,Statistics,2011,0
New York University,Master,Statistics,2011,0
Ohio State University,Master,Biostatistics,2011,0
Ohio State University,Doctorate,Biostatistics,2011,0
Oklahoma State University,Doctorate,Statistics,2011,0
Oregon Health & Science University,Master,Biostatistics,2011,0
Pennsylvania State University-College of Medicine,Doctorate,Biostatistics,2011,0
Pennsylvania State University-World Campus,Master,Statistics,2011,0
Purdue University,Master,Biostatistics,2011,0
Purdue University,Doctorate,Biostatistics,2011,0
Rutgers University,Master,Biostatistics,2011,0
San Jose State University,Master,Statistics,2011,0
Stevens Institute of Technology,Master,Statistics,2011,0
Texas A&M University,Master,Biostatistics,2011,0
Tulane University,Master,Statistics,2011,0
"University at Albany, State University of New York",Doctorate,Statistics,2011,0
"University at Buffalo, State University of New York",Doctorate,Statistics,2011,0
University of Arizona,Master,Biostatistics,2011,0
University of Arizona,Doctorate,Statistics,2011,0
University of Arizona,Doctorate,Biostatistics,2011,0
"University of California, Davis",Master,Biostatistics,2011,0
University of Central Oklahoma,Master,Statistics,2011,0
University of Cincinnati,Doctorate,Statistics,2011,0
University of Cincinnati,Doctorate,Biostatistics,2011,0
University of Colorado Denver,Doctorate,Biostatistics,2011,0
University of Denver,Master,Statistics,2011,0
University of Florida,Master,Biostatistics,2011,0
University of Florida,Doctorate,Biostatistics,2011,0
University of Georgia,Master,Biostatistics,2011,0
University of Hawaii at Manoa,Doctorate,Biostatistics,2011,0
University of Kansas,Master,Biostatistics,2011,0
University of Kansas,Doctorate,Biostatistics,2011,0
University of Massachusetts Amherst,Master,Biostatistics,2011,0
University of Massachusetts Amherst,Doctorate,Biostatistics,2011,0
University of Miami,Master,Statistics,2011,0
University of Miami,Master,Biostatistics,2011,0
University of Mississippi Medical Center,Master,Biostatistics,2011,0
University of Missouri-Kansas City,Master,Biostatistics,2011,0
University of New Hampshire,Doctorate,Statistics,2011,0
University of North Texas Health Science Center,Master,Biostatistics,2011,0
University of Oklahoma,Doctorate,Biostatistics,2011,0
University of Texas at San Antonio,Doctorate,Statistics,2011,0
University of Toledo,Master,Biostatistics,2011,0
University of Utah,Master,Statistics,2011,0
University of Vermont,Master,Biostatistics,2011,0
Vanderbilt University,Master,Biostatistics,2011,0
Washington University in St. Louis,Master,Biostatistics,2011,0
Western Michigan University,Master,Biostatistics,2011,0
Yale University,Master,Biostatistics,2011,0
Columbia University,Master,Statistics,2012,288
Rutgers University,Master,Statistics,2012,62
Cornell University,Master,Statistics,2012,51
University of Michigan,Master,Statistics,2012,47
"California State University, East Bay",Master,Statistics,2012,43
Ohio State University,Master,Statistics,2012,43
North Carolina State University,Master,Statistics,2012,38
Michigan State University,Master,Statistics,2012,36
University of Illinois at Urbana-Champaign,Master,Statistics,2012,36
Carnegie Mellon University,Master,Statistics,2012,35
Texas A&M University,Master,Statistics,2012,33
Columbia University,Master,Biostatistics,2012,31
Georgetown University,Master,Statistics,2012,31
Harvard University,Master,Statistics,2012,31
Stanford University,Master,Statistics,2012,30
University of Chicago,Master,Statistics,2012,30
George Washington University,Master,Statistics,2012,29
Purdue University,Master,Statistics,2012,26
"University of California, Berkeley",Master,Statistics,2012,26
University of North Carolina at Chapel Hill,Master,Statistics,2012,26
Iowa State University,Master,Statistics,2012,25
University of Michigan,Master,Biostatistics,2012,25
"University of California, Los Angeles",Master,Statistics,2012,23
University of Connecticut,Master,Statistics,2012,23
University of Virginia,Master,Statistics,2012,23
Rochester Institute of Technology,Master,Statistics,2012,22
West Virginia University,Master,Statistics,2012,22
Georgia Institute of Technology,Master,Statistics,2012,21
University of North Carolina at Chapel Hill,Master,Biostatistics,2012,21
DePaul University,Master,Statistics,2012,20
North Carolina State University,Doctorate,Statistics,2012,20
University of Delaware,Master,Statistics,2012,20
University of Maryland,Master,Statistics,2012,20
Boston University,Master,Biostatistics,2012,19
Rice University,Master,Statistics,2012,19
